SYSTEM,WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,METRES,SPECIES,ORIGIN,COUNT,DATE,SURVEY,EXCLOSURE,Notes
Yarra,Yarra,Millgrove,4,C,2,2 to 3,Coprosma quadrifida,native,3,13/07/2018,1,0,
Yarra,Yarra,Millgrove,3,W,-1, -1 to 0,Isolepis inundata,native,10_50,13/07/2018,1,0,
Yarra,Yarra,Millgrove,3,W,-1, -1 to 0,Lobelia anceps,native,6,13/07/2018,1,0,
Yarra,Yarra,Millgrove,3,A,0,0 to 1,Coprosma quadrifida,native,3,13/07/2018,1,0,
Yarra,Yarra,Millgrove,3,B,1,1 to 2,Prunella vulgaris,exotic,8,13/07/2018,1,0,
Yarra,Yarra,Millgrove,3,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,5,13/07/2018,1,0,
Yarra,Yarra,Millgrove,3,C,2,2 to 3,Ehrharta erecta var. erecta,exotic,10_50,13/07/2018,1,0,
Yarra,Yarra,Millgrove,2,W,-1, -1 to 0,Nil,NA,0,13/07/2018,1,0,
Yarra,Yarra,Millgrove,2,A,0,0 to 1,Isolepis inundata,native,10_50,13/07/2018,1,0,
Yarra,Yarra,Millgrove,2,B,1,1 to 2,Nil,NA,0,13/07/2018,1,0,
Yarra,Yarra,Millgrove,2,C,2,2 to 3,Nil,NA,0,13/07/2018,1,0,
Yarra,Yarra,Millgrove,2,D,3,3 to 4,Dicot,Unknown,1,13/07/2018,1,0,
Yarra,Yarra,Millgrove,2,D,3,3 to 4,Galium aparine,exotic,2,13/07/2018,1,0,
Yarra,Yarra,Millgrove,1,W,-1, -1 to 0,Nil,NA,0,13/07/2018,1,0,
Yarra,Yarra,Millgrove,1,A,0,0 to 1,Dicot,Unknown,8,13/07/2018,1,0,
Yarra,Yarra,Millgrove,1,B,1,1 to 2,Galium aparine,exotic,2,13/07/2018,1,0,
Yarra,Yarra,Millgrove,1,B,1,1 to 2,Dicot,Unknown,5,13/07/2018,1,0,
Yarra,Yarra,Millgrove,1,C,2,2 to 3,Galium aparine,exotic,10_50,13/07/2018,1,0,
Yarra,Yarra,Millgrove,1,C,2,2 to 3,Holcus lanatus,exotic,1,13/07/2018,1,0,
Yarra,Yarra,Everard Warrandyte,2,W,-1, -1 to 0,Persicaria praetermissa,native,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,2,W,-1, -1 to 0,Urtica incisa,native,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,2,A,0,0 to 1,Urtica incisa,native,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,2,A,0,0 to 1,Sonchus oleraceus,exotic,1,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,2,A,0,0 to 1,Persicaria praetermissa,native,1,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,2,B,1,1 to 2,Melaleuca ericifolia,native,1,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,2,C,2,2 to 3,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,2,D,3,3 to 4,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,1,W,-1, -1 to 0,Galium aparine,exotic,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,1,A,0,0 to 1,Galium aparine,exotic,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,1,B,1,1 to 2,Galium aparine,exotic,2,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,1,C,2,2 to 3,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,10,W,-1, -1 to 0,Monocot,Unknown,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,10,W,-1, -1 to 0,Dicot,Unknown,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,10,W,-1, -1 to 0,Galium aparine,exotic,5,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,10,A,0,0 to 1,Galium aparine,exotic,6,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,10,A,0,0 to 1,Urtica incisa,native,4,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,10,A,0,0 to 1,Monocot,Unknown,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,10,A,0,0 to 1,Dicot,Unknown,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,10,B,1,1 to 2,Galium aparine,exotic,2,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,10,C,2,2 to 3,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,9,W,-1, -1 to 0,Galium aparine,exotic,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,9,W,-1, -1 to 0,Rorippa palustris,exotic,5,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,9,W,-1, -1 to 0,Lycopus australis,native,2,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,9,W,-1, -1 to 0,Monocot grass,Unknown,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,9,A,0,0 to 1,Galium aparine,exotic,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,9,A,0,0 to 1,Monocot,Unknown,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,9,A,0,0 to 1,Lycopus australis,native,2,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,9,B,1,1 to 2,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,9,C,2,2 to 3,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,8,W,-1, -1 to 0,Ehrharta erecta var. erecta,exotic,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,8,W,-1, -1 to 0,Rumex spp.,native,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,8,W,-1, -1 to 0,Erigeron bonariensis,exotic,1,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,8,W,-1, -1 to 0,Cyperus eragrostis,exotic,3,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,8,A,0,0 to 1,Ehrharta erecta var. erecta,exotic,100+,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,8,A,0,0 to 1,Dicot,Unknown,1,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,8,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,50_100,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,8,C,2,2 to 3,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,7,W,-1, -1 to 0,Dicot,Unknown,1,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,7,W,-1, -1 to 0,Monocot grass,Unknown,5,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,7,A,0,0 to 1,Lolium perenne,exotic,2,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,7,A,0,0 to 1,Monocot grass,Unknown,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,7,A,0,0 to 1,Dichondra repens,native,6,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,7,B,1,1 to 2,Dichondra repens,native,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,7,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,7,C,2,2 to 3,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,6,W,-1, -1 to 0,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,6,A,0,0 to 1,Hypochaeris radicata,exotic,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,6,A,0,0 to 1,Anthoxanthum odoratum,exotic,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,6,B,1,1 to 2,Anthoxanthum odoratum,exotic,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,6,C,2,2 to 3,Anthoxanthum odoratum,exotic,10_50,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,6,C,2,2 to 3,Lolium spp.,exotic,3,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,5,W,-1, -1 to 0,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,5,A,0,0 to 1,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,5,B,1,1 to 2,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,5,C,2,2 to 3,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,4,W,-1, -1 to 0,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,4,A,0,0 to 1,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,4,B,1,1 to 2,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,4,C,2,2 to 3,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,3,W,-1, -1 to 0,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,3,A,0,0 to 1,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,3,B,1,1 to 2,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Everard Warrandyte,3,C,2,2 to 3,Nil,NA,0,10/10/2018,2,0,
Yarra,Yarra,Tarrawarra,10,W,-1, -1 to 0,Dicot,Unknown,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,10,W,-1, -1 to 0,Cyperus eragrostis,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,10,A,0,0 to 1,Nil,NA,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,10,B,1,1 to 2,Nil,NA,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,10,C,2,2 to 3,Nil,NA,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,9,W,-1, -1 to 0,Cyperus eragrostis,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,9,A,0,0 to 1,Cyperus eragrostis,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,9,A,0,0 to 1,Solanum pseudocapsicum,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,9,A,0,0 to 1,Poa annua,exotic,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,9,A,0,0 to 1,Hypochaeris radicata,exotic,4,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,9,A,0,0 to 1,Lolium spp.,exotic,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,9,B,1,1 to 2,Hypochaeris radicata,exotic,4,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,W,-1, -1 to 0,Persicaria hydropiper,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,A,0,0 to 1,Persicaria hydropiper,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,A,0,0 to 1,Poa annua,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,B,1,1 to 2,Persicaria hydropiper,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,B,1,1 to 2,Poa annua,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,C,2,2 to 3,Persicaria hydropiper,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,C,2,2 to 3,Poa annua,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,C,2,2 to 3,Erigeron bonariensis,exotic,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,D,3,3 to 4,Persicaria hydropiper,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,D,3,3 to 4,Poa annua,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,8,D,3,3 to 4,Erigeron bonariensis,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,7,W,-1, -1 to 0,Nil,ground,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,7,A,0,0 to 1,Dicot,Unknown,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,7,A,0,0 to 1,Rumex spp.,native,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,7,A,0,0 to 1,Galium aparine,exotic,5,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,7,B,1,1 to 2,Nil,NA,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,W,-1, -1 to 0,Persicaria hydropiper,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,W,-1, -1 to 0,Cyperus eragrostis,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,W,-1, -1 to 0,Rumex spp.,native,2,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,W,-1, -1 to 0,Monocot grass,Unknown,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,A,0,0 to 1,Monocot grass,Unknown,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,A,0,0 to 1,Persicaria hydropiper,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,A,0,0 to 1,Cyperus eragrostis,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,A,0,0 to 1,Rumex spp.,native,3,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,A,0,0 to 1,Dicot,Unknown,3,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,B,1,1 to 2,Poa annua,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,B,1,1 to 2,Persicaria hydropiper,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,B,1,1 to 2,Hypochaeris radicata,exotic,2,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,B,1,1 to 2,Rumex spp.,native,2,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,B,1,1 to 2,Cyperus eragrostis,exotic,6,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,C,2,2 to 3,Poa annua,exotic,50_100,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,C,2,2 to 3,Hypochaeris radicata,exotic,3,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,C,2,2 to 3,Persicaria hydropiper,native,5,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,C,2,2 to 3,Cyperus eragrostis,exotic,3,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,6,C,2,2 to 3,Lolium spp.,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,W,-1, -1 to 0,Persicaria hydropiper,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,W,-1, -1 to 0,Cyperus eragrostis,exotic,100+,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,A,0,0 to 1,Alternanthera denticulata,native,6,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,A,0,0 to 1,Cyperus eragrostis,exotic,5,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,A,0,0 to 1,Dicot,Unknown,3,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,B,1,1 to 2,Poa annua,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,B,1,1 to 2,Persicaria hydropiper,native,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,B,1,1 to 2,Sonchus oleraceus,exotic,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,C,2,2 to 3,Alternanthera denticulata,native,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,C,2,2 to 3,Poa annua,exotic,3,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,5,C,2,2 to 3,Sonchus oleraceus,exotic,3,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,4,W,-1, -1 to 0,Nil,NA,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,4,A,0,0 to 1,Sonchus oleraceus,exotic,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,4,A,0,0 to 1,Hypochaeris radicata,exotic,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,4,A,0,0 to 1,Dactylis glomerata,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,4,A,0,0 to 1,Dicot,Unknown,3,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,4,B,1,1 to 2,Hypochaeris radicata,exotic,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,4,B,1,1 to 2,Dactylis glomerata,exotic,5,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,3,W,-1, -1 to 0,Persicaria decipiens,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,3,A,0,0 to 1,Nil,NA,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,3,B,1,1 to 2,Nil,NA,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,3,C,2,2 to 3,Nil,NA,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,2,W,-1, -1 to 0,Persicaria decipiens,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,2,W,-1, -1 to 0,Erigeron bonariensis,exotic,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,2,W,-1, -1 to 0,Dactylis glomerata,exotic,2,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,2,A,0,0 to 1,Persicaria decipiens,native,10_50,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,2,A,0,0 to 1,Lolium spp.,exotic,4,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,2,B,1,1 to 2,Lolium spp.,exotic,3,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,2,C,2,2 to 3,Lolium spp.,exotic,3,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,2,C,2,2 to 3,Dicot,Unknown,4,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,1,W,-1, -1 to 0,Persicaria decipiens,native,1,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,1,A,0,0 to 1,Nil,NA,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,1,B,1,1 to 2,Nil,NA,0,11/10/2018,2,0,
Yarra,Yarra,Tarrawarra,1,C,2,2 to 3,Agrostis capillaris,exotic,1,11/10/2018,2,0,
Yarra,Watts,Watts River,1,W,-1, -1 to 0,Cyperus eragrostis,exotic,3,11/10/2018,2,0,
Yarra,Watts,Watts River,1,A,0,0 to 1,Ehrharta erecta var. erecta,exotic,2,11/10/2018,2,0,
Yarra,Watts,Watts River,1,A,0,0 to 1,Eucalyptus viminalis,native,1,11/10/2018,2,0,
Yarra,Watts,Watts River,1,A,0,0 to 1,Dicot,Unknown,3,11/10/2018,2,0,
Yarra,Watts,Watts River,1,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,2,11/10/2018,2,0,
Yarra,Watts,Watts River,1,C,2,2 to 3,Nil,NA,0,11/10/2018,2,0,
Yarra,Watts,Watts River,2,W,-1, -1 to 0,Nil,NA,0,11/10/2018,2,0,
Yarra,Watts,Watts River,2,A,0,0 to 1,Nil,NA,0,11/10/2018,2,0,
Yarra,Watts,Watts River,2,B,1,1 to 2,Acacia dealbata,native,1,11/10/2018,2,0,
Yarra,Watts,Watts River,2,C,2,2 to 3,Nil,NA,0,11/10/2018,2,0,
Yarra,Watts,Watts River,3,W,-1, -1 to 0,Dicot,Unknown,10_50,11/10/2018,2,0,
Yarra,Watts,Watts River,3,W,-1, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,native,2,11/10/2018,2,0,
Yarra,Watts,Watts River,3,W,-1, -1 to 0,Monocot,Unknown,10_50,11/10/2018,2,0,
Yarra,Watts,Watts River,3,W,-1, -1 to 0,Dicot,Unknown,10_50,11/10/2018,2,0,
Yarra,Watts,Watts River,3,A,0,0 to 1,Monocot,Unknown,10_50,11/10/2018,2,0,
Yarra,Watts,Watts River,3,B,1,1 to 2,Nil,NA,0,11/10/2018,2,0,
Yarra,Watts,Watts River,4,W,-1, -1 to 0,Nil,NA,0,11/10/2018,2,0,
Yarra,Watts,Watts River,4,A,0,0 to 1,Monocot grass,Unknown,10_50,11/10/2018,2,0,
Yarra,Watts,Watts River,4,A,0,0 to 1,Dicot,Unknown,1,11/10/2018,2,0,
Yarra,Watts,Watts River,4,B,1,1 to 2,Lotus corniculatus,exotic,4,11/10/2018,2,0,
Yarra,Watts,Watts River,4,B,1,1 to 2,Galium aparine,exotic,1,11/10/2018,2,0,
Yarra,Watts,Watts River,4,C,2,2 to 3,Nil,NA,0,11/10/2018,2,0,
Yarra,Watts,Watts River,5,W,-1, -1 to 0,Dicot,Unknown,3,11/10/2018,2,0,
Yarra,Watts,Watts River,5,W,-1, -1 to 0,Monocot,Unknown,1,11/10/2018,2,0,
Yarra,Watts,Watts River,5,A,0,0 to 1,Dicot,Unknown,6,11/10/2018,2,0,
Yarra,Watts,Watts River,5,A,0,0 to 1,Monocot,Unknown,5,11/10/2018,2,0,
Yarra,Watts,Watts River,5,B,1,1 to 2,Bromus spp.,exotic,10_50,11/10/2018,2,0,
Yarra,Watts,Watts River,5,C,2,2 to 3,Lolium spp.,exotic,10_50,11/10/2018,2,0,
Yarra,Watts,Watts River,5,C,2,2 to 3,Bromus spp.,exotic,10_50,11/10/2018,2,0,
Yarra,Yarra,Millgrove,10,W,-1, -1 to 0,Nil,NA,0,12/10/2018,2,0,
Yarra,Yarra,Millgrove,10,A,0,0 to 1,Dicot,Unknown,4,12/10/2018,2,0,
Yarra,Yarra,Millgrove,10,B,1,1 to 2,Dicot,Unknown,3,12/10/2018,2,0,
Yarra,Yarra,Millgrove,10,B,1,1 to 2,Bromus spp.,exotic,10_50,12/10/2018,2,0,
Yarra,Yarra,Millgrove,10,C,2,2 to 3,Bromus spp.,exotic,50_100,12/10/2018,2,0,
Yarra,Yarra,Millgrove,10,C,2,2 to 3,Galium aparine,exotic,10_50,12/10/2018,2,0,
Yarra,Yarra,Millgrove,10,C,2,2 to 3,Dicot,Unknown,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,W,-1, -1 to 0,Nil,NA,0,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,A,0,0 to 1,Microlaena stipoides var. stipoides,native,10_50,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,A,0,0 to 1,Prunella vulgaris,exotic,10_50,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,A,0,0 to 1,Pultenaea forsythiana,native,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,A,0,0 to 1,Epilobium billardierianum subsp. billardierianum,native,6,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,A,0,0 to 1,Erigeron bonariensis,exotic,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,A,0,0 to 1,Hypochaeris radicata,exotic,1,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,B,1,1 to 2,Prunella vulgaris,exotic,5,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,B,1,1 to 2,Hypochaeris radicata,exotic,1,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,B,1,1 to 2,Dicot,Unknown,5,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,B,1,1 to 2,Centaurium erythraea,exotic,1,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,C,2,2 to 3,Coprosma quadrifida,native,5,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,C,2,2 to 3,Centaurium erythraea,exotic,1,12/10/2018,2,0,
Yarra,Yarra,Millgrove,9,C,2,2 to 3,Pandorea pandorana,native,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,8,W,-1, -1 to 0,Microlaena stipoides var. stipoides,native,4,12/10/2018,2,0,
Yarra,Yarra,Millgrove,8,W,-1, -1 to 0,Dicot,Unknown,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,8,A,0,0 to 1,Eucalyptus spp.,native,1,12/10/2018,2,0,
Yarra,Yarra,Millgrove,8,A,0,0 to 1,Galium aparine,exotic,4,12/10/2018,2,0,
Yarra,Yarra,Millgrove,8,A,0,0 to 1,Microlaena stipoides var. stipoides,native,10_50,12/10/2018,2,0,
Yarra,Yarra,Millgrove,8,A,0,0 to 1,Prunella vulgaris,exotic,4,12/10/2018,2,0,
Yarra,Yarra,Millgrove,8,B,1,1 to 2,Ehrharta erecta var. erecta,exotic,3,12/10/2018,2,0,
Yarra,Yarra,Millgrove,7,W,-1, -1 to 0,Nil,NA,0,12/10/2018,2,0,
Yarra,Yarra,Millgrove,7,A,0,0 to 1,Daucus spp.,Unknown,100+,12/10/2018,2,0,not in species master
Yarra,Yarra,Millgrove,7,A,0,0 to 1,Microlaena stipoides var. stipoides,native,10_50,12/10/2018,2,0,
Yarra,Yarra,Millgrove,7,A,0,0 to 1,Dicot,Unknown,100+,12/10/2018,2,0,
Yarra,Yarra,Millgrove,7,B,1,1 to 2,Monocot grass,Unknown,10_50,12/10/2018,2,0,
Yarra,Yarra,Millgrove,7,C,2,2 to 3,Nil,NA,0,12/10/2018,2,0,
Yarra,Yarra,Millgrove,6,W,-1, -1 to 0,Prunella vulgaris,exotic,6,12/10/2018,2,0,
Yarra,Yarra,Millgrove,6,A,0,0 to 1,Dicot,Unknown,5,12/10/2018,2,0,
Yarra,Yarra,Millgrove,6,A,0,0 to 1,Prunella vulgaris,exotic,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,6,B,1,1 to 2,Nil,NA,0,12/10/2018,2,0,
Yarra,Yarra,Millgrove,6,C,2,2 to 3,Ehrharta erecta var. erecta,exotic,5,12/10/2018,2,0,
Yarra,Yarra,Millgrove,6,C,2,2 to 3,Galium aparine,exotic,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,5,W,-1, -1 to 0,Nil,NA,0,12/10/2018,2,0,
Yarra,Yarra,Millgrove,5,A,0,0 to 1,Nil,NA,0,12/10/2018,2,0,
Yarra,Yarra,Millgrove,5,B,1,1 to 2,Prunella vulgaris,exotic,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,5,B,1,1 to 2,Dicot,Unknown,5,12/10/2018,2,0,
Yarra,Yarra,Millgrove,4,W,-1, -1 to 0,Dicot,Unknown,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,4,W,-1, -1 to 0,Isolepis inundata,native,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,4,A,0,0 to 1,Isolepis inundata,native,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,4,A,0,0 to 1,Prunella vulgaris,exotic,3,12/10/2018,2,0,
Yarra,Yarra,Millgrove,4,A,0,0 to 1,Dicot,Unknown,5,12/10/2018,2,0,
Yarra,Yarra,Millgrove,4,B,1,1 to 2,Herb-like Aster,#N/A,5,12/10/2018,2,0,Symphyotrichum novi-belgii?
Yarra,Yarra,Millgrove,4,B,1,1 to 2,Galium aparine,exotic,2,12/10/2018,2,0,
Yarra,Yarra,Millgrove,4,C,2,2 to 3,Herb-like Aster,#N/A,3,12/10/2018,2,0,Symphyotrichum novi-belgii?
Yarra,Yarra,Millgrove,3,W,-1, -1 to 0,Nil,NA,0,12/10/2018,2,0,
Yarra,Yarra,Millgrove,3,A,0,0 to 1,Dicot,Unknown,5,12/10/2018,2,0,
