SYSTEM,WATERWAY,SITE,TRANSECT,METRES,SPECIES,HITS,HEIGHT,DATE,SURVEY,NOTES,SITE_NOTES
Moorabool,Moorabool,Sharps Rd,9,0,Hypochaeris radicata,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,0,Lobelia pratioides,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,0,Carex bichenoviana,8,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,0,Fumaria bastardii,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,0,Solanum aviculare,1,0_1m,27/04/2023,6,(Not in the master list),NA
Moorabool,Moorabool,Sharps Rd,9,1,Bare,5,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,1,Litter,35,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,1,Microlaena stipoides var. stipoides,13,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Sharps Rd,9,1,Hypochaeris radicata,5,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,1,Acacia dealbata,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,1,Solanum nigrum,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,1,Cirsium,3,0_1m,27/04/2023,6,"(Didn't specify, presumably cirsium vulgare arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Sharps Rd,9,1,Plantago lanceolata,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,1,Lomandra longifolia,8,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,1,Ficinia nodosa,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,1,Carex bichenoviana,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,2,Litter,40,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,2,Microlaena stipoides var. stipoides,18,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Sharps Rd,9,2,Ficinia nodosa,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,2,Lomandra longifolia,16,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,2,Lysimachia,4,0_1m,27/04/2023,6,"(Didn't specify, presumably Lysimachia arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Sharps Rd,9,2,Poa labillardierei var. labillardierei,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,2,Hypochaeris radicata,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,9,2,Cirsium,1,0_1m,27/04/2023,6,"(Didn't specify, presumably cirsium vulgare arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Sharps Rd,10,-1,Water,40,0_1m,27/04/2023,6,NA,T10 - only top stake found. Rapid method survey also completed.
Moorabool,Moorabool,Sharps Rd,10,0,Water,34,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,0,Rock,6,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,0,Carex bichenoviana,11,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,1,Litter,37,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,1,Rock,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,1,Bare,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,1,Poa labillardierei var. labillardierei,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,1,Carex bichenoviana,35,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,2,Bare,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,2,Litter,38,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,2,Poa labillardierei var. labillardierei,11,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,2,Microlaena stipoides var. stipoides,1,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Sharps Rd,10,2,Lysimachia,3,0_1m,27/04/2023,6,"(Didn't specify, presumably Lysimachia arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Sharps Rd,10,2,Cirsium,4,0_1m,27/04/2023,6,"(Didn't specify, presumably cirsium vulgare arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Sharps Rd,10,2,Carex bichenoviana,21,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,2,Juncus acutus subsp. acutus,6,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,2,Hypochaeris radicata,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,2,Rubus anglocandicans,3,0_1m,27/04/2023,6,"Wrote ""blackberry"", I believe this is the correct species?",NA
Moorabool,Moorabool,Sharps Rd,10,3,Bare,16,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,3,Litter,24,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,3,Callistemon spp.,2,1_5m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,3,Microlaena stipoides var. stipoides,5,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Sharps Rd,10,3,Holcus spp.,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,3,Cirsium,2,0_1m,27/04/2023,6,"(Didn't specify, presumably cirsium vulgare arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Sharps Rd,10,3,Acacia dealbata,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,3,Rubus anglocandicans,2,0_1m,27/04/2023,6,"Wrote ""blackberry"", I believe this is the correct species?",NA
Moorabool,Moorabool,Sharps Rd,10,4,Bare,11,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,4,Litter,29,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,4,Callistemon spp.,4,1_5m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,4,Oxalis perennans,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,4,Gladiolus spp.,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Sharps Rd,10,4,Ehrharta erecta var. erecta,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,-1,Water,40,0_1m,27/04/2023,6,NA,T10 - both stakes found. NO rapid method survey.
Moorabool,Moorabool,Hunts Bridge,10,-1,Phragmites australis,35,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,0,Bare,23,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,0,Litter,17,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,0,Phragmites australis,40,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,0,Rubus anglocandicans,7,0_1m,27/04/2023,6,"Wrote ""blackberry"", I believe this is the correct species?",NA
Moorabool,Moorabool,Hunts Bridge,10,0,Cirsium,2,0_1m,27/04/2023,6,"(Didn't specify, presumably cirsium vulgare arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Hunts Bridge,10,0,Sonchus oleraceus,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,1,Bare,16,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,1,Litter,24,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,1,Phragmites australis,37,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,1,Rubus anglocandicans,2,0_1m,27/04/2023,6,"Wrote ""blackberry"", I believe this is the correct species?",NA
Moorabool,Moorabool,Hunts Bridge,10,1,Cirsium,4,0_1m,27/04/2023,6,"(Didn't specify, presumably cirsium vulgare arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Hunts Bridge,10,1,Lysimachia,1,0_1m,27/04/2023,6,"(Didn't specify, presumably Lysimachia arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Hunts Bridge,10,1,Sonchus oleraceus,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,2,Bare,6,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,2,Litter,34,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,2,Phragmites australis,32,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,2,Microlaena stipoides var. stipoides,24,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,10,2,Poa labillardierei var. labillardierei,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,2,Pteridium esculentum,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,3,Bare,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,3,Litter,36,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,3,Phragmites australis,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,3,Microlaena stipoides var. stipoides,37,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,10,3,Pteridium esculentum,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,3,Poa labillardierei var. labillardierei,10,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,4,Bare,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,4,Microlaena stipoides var. stipoides,37,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,10,4,Pteridium esculentum,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,4,Litter,38,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,5,Bare,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,5,Litter,39,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,5,Microlaena stipoides var. stipoides,27,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,10,5,Poa labillardierei var. labillardierei,8,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,5,Anthoxanthum odoratum,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,10,5,Pteridium esculentum,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,-1,Water,10,0_1m,27/04/2023,6,NA,T9 - no stakes found. NO rapid method survey.
Moorabool,Moorabool,Hunts Bridge,9,-1,Phragmites australis,40,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,-1,Bare,22,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,-1,Litter,8,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,-1,Carex appressa,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,-1,Cirsium,1,0_1m,27/04/2023,6,"(Didn't specify, presumably cirsium vulgare arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Hunts Bridge,9,-1,Rubus anglocandicans,1,0_1m,27/04/2023,6,"Wrote ""blackberry"", I believe this is the correct species?",NA
Moorabool,Moorabool,Hunts Bridge,9,0,Bare,25,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,0,Litter,15,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,0,Phragmites australis,40,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,0,Acaena novae-zelandiae,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,0,Hypochaeris radicata,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,0,Poa labillardierei var. labillardierei,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,1,Bare,8,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,1,Litter,32,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,1,Phragmites australis,26,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,1,Pteridium esculentum,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,1,Microlaena stipoides var. stipoides,9,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,9,1,Poa labillardierei var. labillardierei,16,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,1,Hypochaeris radicata,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,2,Bare,15,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,2,Litter,25,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,2,Poa labillardierei var. labillardierei,16,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,2,Microlaena stipoides var. stipoides,15,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,9,2,Pteridium esculentum,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,2,Phragmites australis,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,2,Anthoxanthum odoratum,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,2,Plantago lanceolata,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,2,Rumex brownii,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,3,Bare,14,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,3,Litter,23,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,3,Senecio quadridentatus,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,3,Pteridium esculentum,13,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,3,Rock,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,3,Log,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,3,Anthoxanthum odoratum,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,3,Microlaena stipoides var. stipoides,1,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,9,3,Senecio glomeratus,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,3,Cassinia aculeata var. aculeata,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,4,Bare,23,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,4,Litter,13,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,4,Pteridium esculentum,11,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,4,Anthoxanthum odoratum,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,4,Rosa rubiginosa,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,4,Bromus spp.,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,4,Rytidosperma spp.,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,9,4,Briza maxima,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,-1,Water,40,0_1m,27/04/2023,6,NA,T8 - no stakes found. NO rapid method survey.
Moorabool,Moorabool,Hunts Bridge,8,-1,Phragmites australis,40,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,-1,Cycnogeton procerum,7,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,-1,Potamogeton crispus,12,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,0,Phragmites australis,40,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,0,Log,10,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,0,Litter,7,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,0,Bare,23,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,1,Bare,5,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,1,Litter,34,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,1,Phragmites australis,24,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,1,Cirsium,2,0_1m,27/04/2023,6,"(Didn't specify, presumably cirsium vulgare arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Hunts Bridge,8,1,Microlaena stipoides var. stipoides,16,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,8,1,Log,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,2,Bare,5,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,2,Litter,35,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,2,Microlaena stipoides var. stipoides,32,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,2,Pteridium esculentum,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,3,Bare,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,3,Litter,37,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,3,Poa labillardierei var. labillardierei,10,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,3,Microlaena stipoides var. stipoides,12,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,8,3,Oxalis perennans,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,3,Anthoxanthum odoratum,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,3,Pteridium esculentum,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,3,Dactylis glomerata,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,3,Lepidium spp.,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,3,Rumex brownii,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,8,3,Senecio quadridentatus,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,-1,Water,40,0_1m,27/04/2023,6,NA,"T7 - top stake found (near flat-sided rocks), Bottom stake found but fallen. NO rapid method survey."
Moorabool,Moorabool,Hunts Bridge,7,-1,Phragmites australis,15,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,-1,Potamogeton crispus,25,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,0,Bare,30,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,0,Litter,10,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,0,Phragmites australis,40,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,0,Rubus anglocandicans,4,0_1m,27/04/2023,6,"Wrote ""blackberry"", I believe this is the correct species?",NA
Moorabool,Moorabool,Hunts Bridge,7,0,Poa labillardierei var. labillardierei,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,1,Litter,24,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,1,Bare,16,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,1,Phragmites australis,34,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,1,Pteridium esculentum,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,1,Microlaena stipoides var. stipoides,2,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,7,1,Poa labillardierei var. labillardierei,10,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,2,Bare,19,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,2,Litter,19,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,2,Microlaena stipoides var. stipoides,17,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,7,2,Holcus spp.,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,2,Coprosma quadrifida,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,2,Rock,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,2,Phragmites australis,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,3,Bare,7,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,3,Litter,28,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,3,Pteridium esculentum,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,3,Microlaena stipoides var. stipoides,20,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,7,3,Rock,5,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,3,Phragmites australis,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,3,Dactylis glomerata,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,7,3,Senecio glomeratus,5,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,-1,Water,40,0_1m,27/04/2023,6,NA,T6 - only top stake found. NO rapid method survey.
Moorabool,Moorabool,Hunts Bridge,6,-1,Potamogeton crispus,30,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,-1,Cycnogeton procerum,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,0,Bare,13,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,0,Rock,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,0,Phragmites australis,32,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,0,Litter,23,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,0,Acacia melanoxylon,5,1-5m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,0,Rubus anglocandicans,18,0_1m,27/04/2023,6,"Wrote ""blackberry"", I believe this is the correct species?",NA
Moorabool,Moorabool,Hunts Bridge,6,0,Senecio glomeratus,1,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,0,Hypochaeris radicata,2,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,0,Microlaena stipoides var. stipoides,1,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,6,0,Cirsium,1,0_1m,27/04/2023,6,"(Didn't specify, presumably cirsium vulgare arvensis based on other records this survey at BOSTOCK?)",NA
Moorabool,Moorabool,Hunts Bridge,6,1,Bare,3,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,1,Litter,33,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,1,Rock,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,1,Phragmites australis,40,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,1,Rubus anglocandicans,9,0_1m,27/04/2023,6,"Wrote ""blackberry"", I believe this is the correct species?",NA
Moorabool,Moorabool,Hunts Bridge,6,1,Pteridium esculentum,5,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,1,Acacia melanoxylon,2,1-5m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,1,Microlaena stipoides var. stipoides,6,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,6,2,Litter,23,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,2,Bare,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,2,Phragmites australis,13,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,2,Microlaena stipoides var. stipoides,14,0_1m,27/04/2023,6,"just wrote ""microlaena"", presumably this species as it's the only one in the master list",NA
Moorabool,Moorabool,Hunts Bridge,6,2,Rubus anglocandicans,20,0_1m,27/04/2023,6,"Wrote ""blackberry"", I believe this is the correct species?",NA
Moorabool,Moorabool,Hunts Bridge,6,2,Rock,13,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,2,Pteridium esculentum,4,0_1m,27/04/2023,6,NA,NA
Moorabool,Moorabool,Hunts Bridge,6,2,Acacia melanoxylon,1,0_1m,27/04/2023,6,NA,NA
