WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,SPECIES,ORIGIN,HITS,HEIGHT,DATE,SURVEY,EXCLOSURE,NOTES
Moorabool,Hunts Bridge,10,W,-1,Water,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,W,-1,Phragmites australis,native,39,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,A,0,Rubus anglocandicans,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,A,0,Phragmites australis,native,38,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,A,0,Litter,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,A,0,Rubus anglocandicans,exotic,5,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,B,1,Phragmites australis,native,35,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,B,1,Poa labillardierei var. labillardierei,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,B,1,Pteridium esculentum,native,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,B,1,Rubus anglocandicans,exotic,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,B,1,Litter,ground,36,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,B,1,Bare,ground,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,C,2,Litter,ground,39,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,C,2,Pteridium esculentum,native,19,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,C,2,Microlaena stipoides var. stipoides,native,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,C,2,Poa labillardierei var. labillardierei,native,17,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,C,2,Phragmites australis,native,11,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,C,2,Rubus anglocandicans,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,C,2,Bare,ground,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,C,2,Cirsium vulgare,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,C,2,Senecio glomeratus,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,C,2,Galium aparine,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,D,3,Poa labillardierei var. labillardierei,native,14,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,D,3,Pteridium esculentum,native,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,D,3,Microlaena stipoides var. stipoides,native,20,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,D,3,Senecio glomeratus,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,D,3,Anthoxanthum odoratum,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,D,3,Bromus hordeaceus subsp. hordeaceus,exotic,5,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,D,3,Sonchus oleraceus,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,D,3,Cirsium vulgare,exotic,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,D,3,Bare,ground,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,E,4,Litter,ground,38,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,E,4,Microlaena stipoides var. stipoides,native,17,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,E,4,Pteridium esculentum,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,E,4,Poa labillardierei var. labillardierei,native,6,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,E,4,Senecio glomeratus,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,E,4,Vulpia bromoides,exotic,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,E,4,Anthoxanthum odoratum,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,E,4,Bare,ground,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,E,4,Carex appressa,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Microlaena stipoides var. stipoides,native,34,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Pteridium esculentum,native,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Anthoxanthum odoratum,exotic,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Poa labillardierei var. labillardierei,native,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Bromus diandrus,exotic,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Dactylis glomerata,exotic,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Oxalis perennans,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Senecio runcinifolius,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Senecio glomeratus,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Cirsium vulgare,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Litter,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,10,F,5,Bare,ground,0,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,W,-1,Water,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,W,-1,Phragmites australis,native,35,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,W,-1,Carex appressa,native,5,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,W,-1,Rubus anglocandicans,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,W,-1,Acacia melanoxylon,native,11,1_5m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Litter,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Phragmites australis,native,25,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Pteridium esculentum,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Microlaena stipoides var. stipoides,native,10,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Poa labillardierei var. labillardierei,native,14,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Anthoxanthum odoratum,exotic,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Carex appressa,native,6,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Dactylis glomerata,exotic,16,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Acacia melanoxylon,native,9,1_5m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Plantago lanceolata,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Acaena novae-zelandiae,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,A,0,Rubus anglocandicans,exotic,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Litter,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Pteridium esculentum,native,11,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Microlaena stipoides var. stipoides,native,5,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Bromus diandrus,exotic,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Acaena novae-zelandiae,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Briza maxima,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Anthoxanthum odoratum,exotic,6,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Vulpia bromoides,exotic,15,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Poa labillardierei var. labillardierei,native,13,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Senecio glomeratus,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Cirsium vulgare,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Dactylis glomerata,exotic,18,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Moss/Lichen,ground,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Phragmites australis,native,12,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Rubus anglocandicans,exotic,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,B,1,Holcus lanatus,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Litter,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Microlaena stipoides var. stipoides,native,12,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Vulpia bromoides,exotic,11,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Pteridium esculentum,native,14,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Bromus diandrus,exotic,10,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Anthoxanthum odoratum,exotic,6,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Poa labillardierei var. labillardierei,native,15,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Senecio quadridentatus,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Briza maxima,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Rubus anglocandicans,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,C,2,Phragmites australis,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,D,3,Litter,ground,38,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,D,3,Bromus diandrus,exotic,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,D,3,Pteridium esculentum,native,11,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,D,3,Rumex brownii,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,D,3,Microlaena stipoides var. stipoides,native,11,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,D,3,Anthoxanthum odoratum,exotic,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,D,3,Rubus anglocandicans,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,D,3,Vulpia bromoides,exotic,20,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,D,3,Poa labillardierei var. labillardierei,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,D,3,Bare,ground,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Litter,ground,23,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Oxalis perennans,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Austrostipa spp.,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Vulpia bromoides,exotic,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Microlaena stipoides var. stipoides,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Hypochaeris radicata,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Bare,ground,13,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Anthoxanthum odoratum,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Pteridium esculentum,native,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Log,ground,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Bromus diandrus,exotic,5,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Einadia nutans subsp. nutans,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Senecio quadridentatus,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,9,E,4,Moss/Lichen,ground,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,W,-1,Water,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,W,-1,Rubus anglocandicans,exotic,9,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,W,-1,Juncus gregiflorus,native,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,W,-1,Carex fascicularis,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,W,-1,Carex appressa,native,15,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,W,-1,Cycnogeton procerum,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,W,-1,Phragmites australis,native,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Litter,ground,36,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Senecio glomeratus,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Microlaena stipoides var. stipoides,native,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Vulpia bromoides,exotic,32,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Rubus anglocandicans,exotic,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Bromus diandrus,exotic,9,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Anthoxanthum odoratum,exotic,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Bare,ground,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Aira elegantissima,exotic,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Senecio quadridentatus,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Phragmites australis,native,9,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Carex fascicularis,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Pteridium esculentum,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,A,0,Poa labillardierei var. labillardierei,native,6,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Litter,ground,31,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Vulpia bromoides,exotic,36,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Microlaena stipoides var. stipoides,native,10,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Bare,ground,9,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Senecio glomeratus,native,12,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Senecio quadridentatus,native,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Anthoxanthum odoratum,exotic,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Bromus diandrus,exotic,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Pteridium esculentum,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Oxalis perennans,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Austrostipa spp.,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Lolium perenne,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Phragmites australis,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,B,1,Bursaria spinosa,native,1,1_5m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Litter,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Pteridium esculentum,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Anthoxanthum odoratum,exotic,6,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Bromus diandrus,exotic,27,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Vulpia bromoides,exotic,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Microlaena stipoides var. stipoides,native,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Senecio glomeratus,native,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Senecio quadridentatus,native,12,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Einadia nutans subsp. nutans,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Poa labillardierei var. labillardierei,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,C,2,Bursaria spinosa,native,5,1_5m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,D,3,Litter,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,D,3,Bromus diandrus,exotic,37,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,D,3,Pteridium esculentum,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,D,3,Austrostipa spp.,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,D,3,Senecio runcinifolius,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,D,3,Microlaena stipoides var. stipoides,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,D,3,Senecio glomeratus,native,5,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,D,3,Senecio quadridentatus,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,D,3,Bursaria spinosa,native,5,1_5m,13/11/2017,2,0,
Moorabool,Hunts Bridge,8,W,-1,Water,ground,28,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,W,-1,Litter,ground,12,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,W,-1,Phragmites australis,native,18,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,W,-1,Acacia melanoxylon,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,W,-1,Goodenia ovata,native,20,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,A,0,Rubus parvifolius,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,A,0,Phragmites australis,native,15,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,A,0,Goodenia ovata,native,28,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,A,0,Pteridium esculentum,native,10,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,A,0,Microlaena stipoides var. stipoides,native,11,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,A,0,Poa labillardierei var. labillardierei,native,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,A,0,Litter,ground,40,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,A,0,Carex appressa,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,B,1,Litter,ground,37,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,B,1,Bromus diandrus,exotic,15,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,B,1,Microlaena stipoides var. stipoides,native,12,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,B,1,Vulpia bromoides,exotic,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,B,1,Anthoxanthum odoratum,exotic,13,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,B,1,Poa labillardierei var. labillardierei,native,25,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,B,1,Moss/Lichen,ground,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,B,1,Pteridium esculentum,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,B,1,Senecio glomeratus,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,B,1,Rock,ground,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Log,ground,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Litter,ground,31,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Senecio glomeratus,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Bromus diandrus,exotic,24,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Pteridium esculentum,native,10,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Vulpia bromoides,exotic,18,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Anthoxanthum odoratum,exotic,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Poa labillardierei var. labillardierei,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Haloragis heterophylla,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Microlaena stipoides var. stipoides,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Bare,ground,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Bursaria spinosa,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Galium aparine,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,C,2,Bursaria spinosa,native,3,1_5m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,D,3,Log,ground,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,D,3,Bromus diandrus,exotic,36,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,D,3,Senecio quadridentatus,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,D,3,Galium aparine,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,D,3,Vulpia spp.,exotic,6,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,D,3,Acetosella vulgaris,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,D,3,Anthoxanthum odoratum,exotic,6,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,D,3,Pteridium esculentum,native,9,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,D,3,Senecio glomeratus,native,5,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,7,D,3,Bursaria spinosa,native,4,1_5m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,W,-1,Water,ground,38,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,W,-1,Bare,ground,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,W,-1,Cycnogeton procerum,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,W,-1,Rubus anglocandicans,exotic,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,W,-1,Rubus parvifolius,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,W,-1,Leptospermum lanigerum,native,11,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,W,-1,Phragmites australis,native,9,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,W,-1,Potamogeton crispus,native,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,A,0,Litter,ground,38,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,A,0,Bare,ground,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,A,0,Rubus parvifolius,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,A,0,Rubus anglocandicans,exotic,25,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,A,0,Pteridium esculentum,native,10,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,A,0,Leptospermum lanigerum,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,A,0,Phragmites australis,native,30,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,A,0,Poa labillardierei var. labillardierei,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,B,1,Litter,ground,32,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,B,1,Microlaena stipoides var. stipoides,native,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,B,1,Pteridium esculentum,native,16,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,B,1,Rubus anglocandicans,exotic,22,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,B,1,Phragmites australis,native,16,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,B,1,Bare,ground,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,B,1,Poa labillardierei var. labillardierei,native,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,B,1,Bromus diandrus,exotic,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,B,1,Rock,ground,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,B,1,Moss/Lichen,ground,1,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,C,2,Litter,ground,37,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,C,2,Vulpia bromoides,exotic,16,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,C,2,Microlaena stipoides var. stipoides,native,4,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,C,2,Rubus anglocandicans,exotic,19,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,C,2,Anthoxanthum odoratum,exotic,15,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,C,2,Bromus diandrus,exotic,8,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,C,2,Pteridium esculentum,native,17,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,C,2,Bare,ground,3,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,C,2,Poa labillardierei var. labillardierei,native,7,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,C,2,Plantago lanceolata,exotic,2,0_1m,13/11/2017,2,0,
Moorabool,Hunts Bridge,6,D,3,Litter,ground,35,0_1m,13/11/2017,2,0,updated subtransect from C to D
Moorabool,Hunts Bridge,6,D,3,Vulpia bromoides,exotic,29,0_1m,13/11/2017,2,0,updated subtransect from C to D
Moorabool,Hunts Bridge,6,D,3,Bromus diandrus,exotic,8,0_1m,13/11/2017,2,0,updated subtransect from C to D
Moorabool,Hunts Bridge,6,D,3,Bare,ground,1,0_1m,13/11/2017,2,0,updated subtransect from C to D
Moorabool,Hunts Bridge,6,D,3,Anthoxanthum odoratum,exotic,13,0_1m,13/11/2017,2,0,updated subtransect from C to D
