...1,Raw level (m),Qual,AHD level (m)
2018-01-24T06:15:00Z,0.443,2,0.443
2018-01-24T06:30:00Z,0.444,2,0.444
2018-01-24T06:45:00Z,0.445,2,0.445
2018-01-24T07:00:00Z,0.447,2,0.447
2018-01-24T07:15:00Z,0.448,2,0.448
2018-01-24T07:30:00Z,0.448,2,0.448
2018-01-24T07:45:00Z,0.449,2,0.449
2018-01-24T08:00:00Z,0.45,2,0.45
2018-01-24T08:15:00Z,0.451,2,0.451
2018-01-24T08:30:00Z,0.453,2,0.453
2018-01-24T08:45:00Z,0.455,2,0.455
2018-01-24T09:00:00Z,0.457,2,0.457
2018-01-24T09:15:00Z,0.459,2,0.459
2018-01-24T09:30:00Z,0.46,2,0.46
2018-01-24T09:45:00Z,0.461,2,0.461
2018-01-24T10:00:00Z,0.462,2,0.462
2018-01-24T10:15:00Z,0.462,2,0.462
2018-01-24T10:30:00Z,0.463,2,0.463
2018-01-24T10:45:00Z,0.463,2,0.463
2018-01-24T11:00:00Z,0.464,2,0.464
2018-01-24T11:15:00Z,0.464,2,0.464
2018-01-24T11:30:00Z,0.464,2,0.464
2018-01-24T11:45:00Z,0.464,2,0.464
2018-01-24T12:00:00Z,0.464,2,0.464
2018-01-24T12:15:00Z,0.464,2,0.464
2018-01-24T12:30:00Z,0.464,2,0.464
2018-01-24T12:45:00Z,0.464,2,0.464
2018-01-24T13:00:00Z,0.464,2,0.464
2018-01-24T13:15:00Z,0.464,2,0.464
2018-01-24T13:30:00Z,0.464,2,0.464
2018-01-24T13:45:00Z,0.464,2,0.464
2018-01-24T14:00:00Z,0.464,2,0.464
2018-01-24T14:15:00Z,0.464,2,0.464
2018-01-24T14:30:00Z,0.464,2,0.464
2018-01-24T14:45:00Z,0.464,2,0.464
2018-01-24T15:00:00Z,0.464,2,0.464
2018-01-24T15:15:00Z,0.464,2,0.464
2018-01-24T15:30:00Z,0.464,2,0.464
2018-01-24T15:45:00Z,0.464,2,0.464
2018-01-24T16:00:00Z,0.465,2,0.465
2018-01-24T16:15:00Z,0.465,2,0.465
2018-01-24T16:30:00Z,0.466,2,0.466
2018-01-24T16:45:00Z,0.467,2,0.467
2018-01-24T17:00:00Z,0.467,2,0.467
2018-01-24T17:15:00Z,0.468,2,0.468
2018-01-24T17:30:00Z,0.468,2,0.468
2018-01-24T17:45:00Z,0.469,2,0.469
2018-01-24T18:00:00Z,0.469,2,0.469
2018-01-24T18:15:00Z,0.47,2,0.47
2018-01-24T18:30:00Z,0.47,2,0.47
2018-01-24T18:45:00Z,0.47,2,0.47
2018-01-24T19:00:00Z,0.47,2,0.47
2018-01-24T19:15:00Z,0.471,2,0.471
2018-01-24T19:30:00Z,0.471,2,0.471
2018-01-24T19:45:00Z,0.472,2,0.472
2018-01-24T20:00:00Z,0.472,2,0.472
2018-01-24T20:15:00Z,0.473,2,0.473
2018-01-24T20:30:00Z,0.473,2,0.473
2018-01-24T20:45:00Z,0.473,2,0.473
2018-01-24T21:00:00Z,0.473,2,0.473
2018-01-24T21:15:00Z,0.474,2,0.474
2018-01-24T21:30:00Z,0.474,2,0.474
2018-01-24T21:45:00Z,0.474,2,0.474
2018-01-24T22:00:00Z,0.474,2,0.474
2018-01-24T22:15:00Z,0.474,2,0.474
2018-01-24T22:30:00Z,0.474,2,0.474
2018-01-24T22:45:00Z,0.474,2,0.474
2018-01-24T23:00:00Z,0.474,2,0.474
2018-01-24T23:15:00Z,0.475,2,0.475
2018-01-24T23:30:00Z,0.475,2,0.475
2018-01-24T23:45:00Z,0.475,2,0.475
2018-01-25T00:00:00Z,0.475,2,0.475
2018-01-25T00:15:00Z,0.475,2,0.475
2018-01-25T00:30:00Z,0.476,2,0.476
2018-01-25T00:45:00Z,0.476,2,0.476
2018-01-25T01:00:00Z,0.476,2,0.476
2018-01-25T01:15:00Z,0.476,2,0.476
2018-01-25T01:30:00Z,0.477,2,0.477
2018-01-25T01:45:00Z,0.477,2,0.477
2018-01-25T02:00:00Z,0.477,2,0.477
2018-01-25T02:15:00Z,0.477,2,0.477
2018-01-25T02:30:00Z,0.477,2,0.477
2018-01-25T02:45:00Z,0.478,2,0.478
2018-01-25T03:00:00Z,0.478,2,0.478
2018-01-25T03:15:00Z,0.478,2,0.478
2018-01-25T03:30:00Z,0.478,2,0.478
2018-01-25T03:45:00Z,0.478,2,0.478
2018-01-25T04:00:00Z,0.478,2,0.478
2018-01-25T04:15:00Z,0.478,2,0.478
2018-01-25T04:30:00Z,0.478,2,0.478
2018-01-25T04:45:00Z,0.478,2,0.478
2018-01-25T05:00:00Z,0.478,2,0.478
2018-01-25T05:15:00Z,0.478,2,0.478
2018-01-25T05:30:00Z,0.478,2,0.478
2018-01-25T05:45:00Z,0.478,2,0.478
2018-01-25T06:00:00Z,0.478,2,0.478
2018-01-25T06:15:00Z,0.478,2,0.478
2018-01-25T06:30:00Z,0.478,2,0.478
2018-01-25T06:45:00Z,0.477,2,0.477
2018-01-25T07:00:00Z,0.477,2,0.477
2018-01-25T07:15:00Z,0.476,2,0.476
2018-01-25T07:30:00Z,0.476,2,0.476
2018-01-25T07:45:00Z,0.475,2,0.475
2018-01-25T08:00:00Z,0.474,2,0.474
2018-01-25T08:15:00Z,0.474,2,0.474
2018-01-25T08:30:00Z,0.473,2,0.473
2018-01-25T08:45:00Z,0.473,2,0.473
2018-01-25T09:00:00Z,0.472,2,0.472
2018-01-25T09:15:00Z,0.472,2,0.472
2018-01-25T09:30:00Z,0.471,2,0.471
2018-01-25T09:45:00Z,0.471,2,0.471
2018-01-25T10:00:00Z,0.47,2,0.47
2018-01-25T10:15:00Z,0.47,2,0.47
2018-01-25T10:30:00Z,0.469,2,0.469
2018-01-25T10:45:00Z,0.469,2,0.469
2018-01-25T11:00:00Z,0.468,2,0.468
2018-01-25T11:15:00Z,0.468,2,0.468
2018-01-25T11:30:00Z,0.467,2,0.467
2018-01-25T11:45:00Z,0.467,2,0.467
2018-01-25T12:00:00Z,0.466,2,0.466
2018-01-25T12:15:00Z,0.466,2,0.466
2018-01-25T12:30:00Z,0.465,2,0.465
2018-01-25T12:45:00Z,0.465,2,0.465
2018-01-25T13:00:00Z,0.465,2,0.465
2018-01-25T13:15:00Z,0.465,2,0.465
2018-01-25T13:30:00Z,0.464,2,0.464
2018-01-25T13:45:00Z,0.464,2,0.464
2018-01-25T14:00:00Z,0.464,2,0.464
2018-01-25T14:15:00Z,0.463,2,0.463
2018-01-25T14:30:00Z,0.463,2,0.463
2018-01-25T14:45:00Z,0.463,2,0.463
2018-01-25T15:00:00Z,0.463,2,0.463
2018-01-25T15:15:00Z,0.463,2,0.463
2018-01-25T15:30:00Z,0.463,2,0.463
2018-01-25T15:45:00Z,0.463,2,0.463
2018-01-25T16:00:00Z,0.463,2,0.463
2018-01-25T16:15:00Z,0.463,2,0.463
2018-01-25T16:30:00Z,0.463,2,0.463
2018-01-25T16:45:00Z,0.463,2,0.463
2018-01-25T17:00:00Z,0.463,2,0.463
2018-01-25T17:15:00Z,0.463,2,0.463
2018-01-25T17:30:00Z,0.463,2,0.463
2018-01-25T17:45:00Z,0.463,2,0.463
2018-01-25T18:00:00Z,0.463,2,0.463
2018-01-25T18:15:00Z,0.463,2,0.463
2018-01-25T18:30:00Z,0.463,2,0.463
2018-01-25T18:45:00Z,0.464,2,0.464
2018-01-25T19:00:00Z,0.464,2,0.464
2018-01-25T19:15:00Z,0.465,2,0.465
2018-01-25T19:30:00Z,0.465,2,0.465
2018-01-25T19:45:00Z,0.465,2,0.465
2018-01-25T20:00:00Z,0.466,2,0.466
2018-01-25T20:15:00Z,0.466,2,0.466
2018-01-25T20:30:00Z,0.466,2,0.466
2018-01-25T20:45:00Z,0.467,2,0.467
2018-01-25T21:00:00Z,0.467,2,0.467
2018-01-25T21:15:00Z,0.467,2,0.467
2018-01-25T21:30:00Z,0.468,2,0.468
2018-01-25T21:45:00Z,0.468,2,0.468
2018-01-25T22:00:00Z,0.469,2,0.469
2018-01-25T22:15:00Z,0.47,2,0.47
2018-01-25T22:30:00Z,0.47,2,0.47
2018-01-25T22:45:00Z,0.471,2,0.471
2018-01-25T23:00:00Z,0.472,2,0.472
2018-01-25T23:15:00Z,0.472,2,0.472
2018-01-25T23:30:00Z,0.473,2,0.473
2018-01-25T23:45:00Z,0.474,2,0.474
2018-01-26T00:00:00Z,0.475,2,0.475
2018-01-26T00:15:00Z,0.475,2,0.475
2018-01-26T00:30:00Z,0.476,2,0.476
2018-01-26T00:45:00Z,0.477,2,0.477
2018-01-26T01:00:00Z,0.478,2,0.478
2018-01-26T01:15:00Z,0.479,2,0.479
2018-01-26T01:30:00Z,0.479,2,0.479
2018-01-26T01:45:00Z,0.48,2,0.48
2018-01-26T02:00:00Z,0.481,2,0.481
2018-01-26T02:15:00Z,0.482,2,0.482
2018-01-26T02:30:00Z,0.482,2,0.482
2018-01-26T02:45:00Z,0.483,2,0.483
2018-01-26T03:00:00Z,0.484,2,0.484
2018-01-26T03:15:00Z,0.485,2,0.485
2018-01-26T03:30:00Z,0.485,2,0.485
2018-01-26T03:45:00Z,0.486,2,0.486
2018-01-26T04:00:00Z,0.487,2,0.487
2018-01-26T04:15:00Z,0.488,2,0.488
2018-01-26T04:30:00Z,0.489,2,0.489
2018-01-26T04:45:00Z,0.49,2,0.49
2018-01-26T05:00:00Z,0.492,2,0.492
2018-01-26T05:15:00Z,0.493,2,0.493
2018-01-26T05:30:00Z,0.495,2,0.495
2018-01-26T05:45:00Z,0.497,2,0.497
2018-01-26T06:00:00Z,0.5,2,0.5
2018-01-26T06:15:00Z,0.504,2,0.504
2018-01-26T06:30:00Z,0.507,2,0.507
2018-01-26T06:45:00Z,0.51,2,0.51
2018-01-26T07:00:00Z,0.513,2,0.513
2018-01-26T07:15:00Z,0.515,2,0.515
2018-01-26T07:30:00Z,0.517,2,0.517
2018-01-26T07:45:00Z,0.518,2,0.518
2018-01-26T08:00:00Z,0.518,2,0.518
2018-01-26T08:15:00Z,0.518,2,0.518
2018-01-26T08:30:00Z,0.518,2,0.518
2018-01-26T08:45:00Z,0.518,2,0.518
2018-01-26T09:00:00Z,0.518,2,0.518
2018-01-26T09:15:00Z,0.517,2,0.517
2018-01-26T09:30:00Z,0.516,2,0.516
2018-01-26T09:45:00Z,0.516,2,0.516
2018-01-26T10:00:00Z,0.515,2,0.515
2018-01-26T10:15:00Z,0.515,2,0.515
2018-01-26T10:30:00Z,0.515,2,0.515
2018-01-26T10:45:00Z,0.515,2,0.515
2018-01-26T11:00:00Z,0.515,2,0.515
2018-01-26T11:15:00Z,0.515,2,0.515
2018-01-26T11:30:00Z,0.516,2,0.516
2018-01-26T11:45:00Z,0.517,2,0.517
2018-01-26T12:00:00Z,0.519,2,0.519
2018-01-26T12:15:00Z,0.52,2,0.52
2018-01-26T12:30:00Z,0.522,2,0.522
2018-01-26T12:45:00Z,0.524,2,0.524
2018-01-26T13:00:00Z,0.526,2,0.526
2018-01-26T13:15:00Z,0.529,2,0.529
2018-01-26T13:30:00Z,0.531,2,0.531
2018-01-26T13:45:00Z,0.533,2,0.533
2018-01-26T14:00:00Z,0.534,2,0.534
2018-01-26T14:15:00Z,0.536,2,0.536
2018-01-26T14:30:00Z,0.537,2,0.537
2018-01-26T14:45:00Z,0.539,2,0.539
2018-01-26T15:00:00Z,0.54,2,0.54
2018-01-26T15:15:00Z,0.541,2,0.541
2018-01-26T15:30:00Z,0.542,2,0.542
2018-01-26T15:45:00Z,0.543,2,0.543
2018-01-26T16:00:00Z,0.543,2,0.543
2018-01-26T16:15:00Z,0.544,2,0.544
2018-01-26T16:30:00Z,0.545,2,0.545
2018-01-26T16:45:00Z,0.545,2,0.545
2018-01-26T17:00:00Z,0.546,2,0.546
2018-01-26T17:15:00Z,0.546,2,0.546
2018-01-26T17:30:00Z,0.546,2,0.546
2018-01-26T17:45:00Z,0.547,2,0.547
2018-01-26T18:00:00Z,0.547,2,0.547
2018-01-26T18:15:00Z,0.547,2,0.547
2018-01-26T18:30:00Z,0.548,2,0.548
2018-01-26T18:45:00Z,0.548,2,0.548
2018-01-26T19:00:00Z,0.549,2,0.549
2018-01-26T19:15:00Z,0.549,2,0.549
2018-01-26T19:30:00Z,0.55,2,0.55
2018-01-26T19:45:00Z,0.55,2,0.55
2018-01-26T20:00:00Z,0.551,2,0.551
2018-01-26T20:15:00Z,0.551,2,0.551
2018-01-26T20:30:00Z,0.551,2,0.551
2018-01-26T20:45:00Z,0.552,2,0.552
2018-01-26T21:00:00Z,0.552,2,0.552
2018-01-26T21:15:00Z,0.552,2,0.552
2018-01-26T21:30:00Z,0.552,2,0.552
2018-01-26T21:45:00Z,0.552,2,0.552
2018-01-26T22:00:00Z,0.552,2,0.552
2018-01-26T22:15:00Z,0.552,2,0.552
2018-01-26T22:30:00Z,0.551,2,0.551
2018-01-26T22:45:00Z,0.551,2,0.551
2018-01-26T23:00:00Z,0.55,2,0.55
2018-01-26T23:15:00Z,0.549,2,0.549
2018-01-26T23:30:00Z,0.548,2,0.548
2018-01-26T23:45:00Z,0.547,2,0.547
2018-01-27T00:00:00Z,0.545,2,0.545
2018-01-27T00:15:00Z,0.543,2,0.543
2018-01-27T00:30:00Z,0.541,2,0.541
2018-01-27T00:45:00Z,0.539,2,0.539
2018-01-27T01:00:00Z,0.538,2,0.538
2018-01-27T01:15:00Z,0.537,2,0.537
2018-01-27T01:30:00Z,0.536,2,0.536
2018-01-27T01:45:00Z,0.535,2,0.535
2018-01-27T02:00:00Z,0.534,2,0.534
2018-01-27T02:15:00Z,0.533,2,0.533
2018-01-27T02:30:00Z,0.532,2,0.532
2018-01-27T02:45:00Z,0.532,2,0.532
2018-01-27T03:00:00Z,0.531,2,0.531
2018-01-27T03:15:00Z,0.531,2,0.531
2018-01-27T03:30:00Z,0.53,2,0.53
2018-01-27T03:45:00Z,0.53,2,0.53
2018-01-27T04:00:00Z,0.529,2,0.529
2018-01-27T04:15:00Z,0.529,2,0.529
2018-01-27T04:30:00Z,0.529,2,0.529
2018-01-27T04:45:00Z,0.528,2,0.528
2018-01-27T05:00:00Z,0.528,2,0.528
2018-01-27T05:15:00Z,0.528,2,0.528
2018-01-27T05:30:00Z,0.527,2,0.527
2018-01-27T05:45:00Z,0.527,2,0.527
2018-01-27T06:00:00Z,0.527,2,0.527
2018-01-27T06:15:00Z,0.526,2,0.526
2018-01-27T06:30:00Z,0.526,2,0.526
2018-01-27T06:45:00Z,0.526,2,0.526
2018-01-27T07:00:00Z,0.526,2,0.526
2018-01-27T07:15:00Z,0.525,2,0.525
2018-01-27T07:30:00Z,0.525,2,0.525
2018-01-27T07:45:00Z,0.525,2,0.525
2018-01-27T08:00:00Z,0.525,2,0.525
2018-01-27T08:15:00Z,0.525,2,0.525
2018-01-27T08:30:00Z,0.525,2,0.525
2018-01-27T08:45:00Z,0.525,2,0.525
2018-01-27T09:00:00Z,0.525,2,0.525
2018-01-27T09:15:00Z,0.525,2,0.525
2018-01-27T09:30:00Z,0.525,2,0.525
2018-01-27T09:45:00Z,0.524,2,0.524
2018-01-27T10:00:00Z,0.523,2,0.523
2018-01-27T10:15:00Z,0.522,2,0.522
2018-01-27T10:30:00Z,0.521,2,0.521
2018-01-27T10:45:00Z,0.52,2,0.52
2018-01-27T11:00:00Z,0.519,2,0.519
2018-01-27T11:15:00Z,0.519,2,0.519
2018-01-27T11:30:00Z,0.517,2,0.517
2018-01-27T11:45:00Z,0.516,2,0.516
2018-01-27T12:00:00Z,0.513,2,0.513
2018-01-27T12:15:00Z,0.511,2,0.511
2018-01-27T12:30:00Z,0.508,2,0.508
2018-01-27T12:45:00Z,0.503,2,0.503
2018-01-27T13:00:00Z,0.5,2,0.5
2018-01-27T13:15:00Z,0.496,2,0.496
2018-01-27T13:30:00Z,0.493,2,0.493
2018-01-27T13:45:00Z,0.49,2,0.49
2018-01-27T14:00:00Z,0.488,2,0.488
2018-01-27T14:15:00Z,0.486,2,0.486
2018-01-27T14:30:00Z,0.484,2,0.484
2018-01-27T14:45:00Z,0.482,2,0.482
2018-01-27T15:00:00Z,0.48,2,0.48
2018-01-27T15:15:00Z,0.478,2,0.478
2018-01-27T15:30:00Z,0.477,2,0.477
2018-01-27T15:45:00Z,0.475,2,0.475
2018-01-27T16:00:00Z,0.474,2,0.474
2018-01-27T16:15:00Z,0.473,2,0.473
2018-01-27T16:30:00Z,0.472,2,0.472
2018-01-27T16:45:00Z,0.471,2,0.471
2018-01-27T17:00:00Z,0.47,2,0.47
2018-01-27T17:15:00Z,0.47,2,0.47
2018-01-27T17:30:00Z,0.469,2,0.469
2018-01-27T17:45:00Z,0.468,2,0.468
2018-01-27T18:00:00Z,0.467,2,0.467
2018-01-27T18:15:00Z,0.467,2,0.467
2018-01-27T18:30:00Z,0.466,2,0.466
2018-01-27T18:45:00Z,0.466,2,0.466
2018-01-27T19:00:00Z,0.464,2,0.464
2018-01-27T19:15:00Z,0.464,2,0.464
2018-01-27T19:30:00Z,0.464,2,0.464
2018-01-27T19:45:00Z,0.464,2,0.464
2018-01-27T20:00:00Z,0.463,2,0.463
2018-01-27T20:15:00Z,0.463,2,0.463
2018-01-27T20:30:00Z,0.463,2,0.463
2018-01-27T20:45:00Z,0.463,2,0.463
2018-01-27T21:00:00Z,0.463,2,0.463
2018-01-27T21:15:00Z,0.464,2,0.464
2018-01-27T21:30:00Z,0.465,2,0.465
2018-01-27T21:45:00Z,0.466,2,0.466
2018-01-27T22:00:00Z,0.467,2,0.467
2018-01-27T22:15:00Z,0.469,2,0.469
2018-01-27T22:30:00Z,0.47,2,0.47
2018-01-27T22:45:00Z,0.472,2,0.472
2018-01-27T23:00:00Z,0.474,2,0.474
2018-01-27T23:15:00Z,0.475,2,0.475
2018-01-27T23:30:00Z,0.476,2,0.476
2018-01-27T23:45:00Z,0.478,2,0.478
2018-01-28T00:00:00Z,0.479,2,0.479
2018-01-28T00:15:00Z,0.481,2,0.481
2018-01-28T00:30:00Z,0.483,2,0.483
2018-01-28T00:45:00Z,0.484,2,0.484
2018-01-28T01:00:00Z,0.485,2,0.485
2018-01-28T01:15:00Z,0.487,2,0.487
2018-01-28T01:30:00Z,0.488,2,0.488
2018-01-28T01:45:00Z,0.49,2,0.49
2018-01-28T02:00:00Z,0.491,2,0.491
2018-01-28T02:15:00Z,0.492,2,0.492
2018-01-28T02:30:00Z,0.494,2,0.494
2018-01-28T02:45:00Z,0.495,2,0.495
2018-01-28T03:00:00Z,0.496,2,0.496
2018-01-28T03:15:00Z,0.497,2,0.497
2018-01-28T03:30:00Z,0.498,2,0.498
2018-01-28T03:45:00Z,0.499,2,0.499
2018-01-28T04:00:00Z,0.5,2,0.5
2018-01-28T04:15:00Z,0.501,2,0.501
2018-01-28T04:30:00Z,0.501,2,0.501
2018-01-28T04:45:00Z,0.502,2,0.502
2018-01-28T05:00:00Z,0.503,2,0.503
2018-01-28T05:15:00Z,0.503,2,0.503
2018-01-28T05:30:00Z,0.503,2,0.503
2018-01-28T05:45:00Z,0.504,2,0.504
2018-01-28T06:00:00Z,0.504,2,0.504
2018-01-28T06:15:00Z,0.504,2,0.504
2018-01-28T06:30:00Z,0.504,2,0.504
2018-01-28T06:45:00Z,0.504,2,0.504
2018-01-28T07:00:00Z,0.505,2,0.505
2018-01-28T07:15:00Z,0.505,2,0.505
2018-01-28T07:30:00Z,0.505,2,0.505
2018-01-28T07:45:00Z,0.506,2,0.506
2018-01-28T08:00:00Z,0.507,2,0.507
2018-01-28T08:15:00Z,0.509,2,0.509
2018-01-28T08:30:00Z,0.511,2,0.511
2018-01-28T08:45:00Z,0.513,2,0.513
2018-01-28T09:00:00Z,0.516,2,0.516
2018-01-28T09:15:00Z,0.518,2,0.518
2018-01-28T09:30:00Z,0.52,2,0.52
2018-01-28T09:45:00Z,0.522,2,0.522
2018-01-28T10:00:00Z,0.524,2,0.524
2018-01-28T10:15:00Z,0.526,2,0.526
2018-01-28T10:30:00Z,0.527,2,0.527
2018-01-28T10:45:00Z,0.527,2,0.527
2018-01-28T11:00:00Z,0.527,2,0.527
2018-01-28T11:15:00Z,0.527,2,0.527
2018-01-28T11:30:00Z,0.527,2,0.527
2018-01-28T11:45:00Z,0.527,2,0.527
2018-01-28T12:00:00Z,0.526,2,0.526
2018-01-28T12:15:00Z,0.525,2,0.525
2018-01-28T12:30:00Z,0.524,2,0.524
2018-01-28T12:45:00Z,0.523,2,0.523
2018-01-28T13:00:00Z,0.522,2,0.522
2018-01-28T13:15:00Z,0.521,2,0.521
2018-01-28T13:30:00Z,0.52,2,0.52
2018-01-28T13:45:00Z,0.519,2,0.519
2018-01-28T14:00:00Z,0.517,2,0.517
2018-01-28T14:15:00Z,0.516,2,0.516
2018-01-28T14:30:00Z,0.515,2,0.515
2018-01-28T14:45:00Z,0.514,2,0.514
2018-01-28T15:00:00Z,0.513,2,0.513
2018-01-28T15:15:00Z,0.513,2,0.513
2018-01-28T15:30:00Z,0.512,2,0.512
2018-01-28T15:45:00Z,0.512,2,0.512
2018-01-28T16:00:00Z,0.512,2,0.512
2018-01-28T16:15:00Z,0.512,2,0.512
2018-01-28T16:30:00Z,0.512,2,0.512
2018-01-28T16:45:00Z,0.512,2,0.512
2018-01-28T17:00:00Z,0.512,2,0.512
2018-01-28T17:15:00Z,0.512,2,0.512
2018-01-28T17:30:00Z,0.513,2,0.513
2018-01-28T17:45:00Z,0.514,2,0.514
2018-01-28T18:00:00Z,0.515,2,0.515
2018-01-28T18:15:00Z,0.516,2,0.516
2018-01-28T18:30:00Z,0.517,2,0.517
2018-01-28T18:45:00Z,0.518,2,0.518
2018-01-28T19:00:00Z,0.52,2,0.52
2018-01-28T19:15:00Z,0.52,2,0.52
2018-01-28T19:30:00Z,0.522,2,0.522
2018-01-28T19:45:00Z,0.523,2,0.523
2018-01-28T20:00:00Z,0.524,2,0.524
2018-01-28T20:15:00Z,0.525,2,0.525
2018-01-28T20:30:00Z,0.526,2,0.526
2018-01-28T20:45:00Z,0.528,2,0.528
2018-01-28T21:00:00Z,0.53,2,0.53
2018-01-28T21:15:00Z,0.532,2,0.532
2018-01-28T21:30:00Z,0.536,2,0.536
2018-01-28T21:45:00Z,0.539,2,0.539
2018-01-28T22:00:00Z,0.542,2,0.542
2018-01-28T22:15:00Z,0.546,2,0.546
2018-01-28T22:30:00Z,0.549,2,0.549
2018-01-28T22:45:00Z,0.552,2,0.552
2018-01-28T23:00:00Z,0.554,2,0.554
2018-01-28T23:15:00Z,0.556,2,0.556
2018-01-28T23:30:00Z,0.558,2,0.558
2018-01-28T23:45:00Z,0.56,2,0.56
2018-01-29T00:00:00Z,0.562,2,0.562
2018-01-29T00:15:00Z,0.563,2,0.563
2018-01-29T00:30:00Z,0.564,2,0.564
2018-01-29T00:45:00Z,0.564,2,0.564
2018-01-29T01:00:00Z,0.565,2,0.565
2018-01-29T01:15:00Z,0.565,2,0.565
2018-01-29T01:30:00Z,0.565,2,0.565
2018-01-29T01:45:00Z,0.565,2,0.565
2018-01-29T02:00:00Z,0.565,2,0.565
2018-01-29T02:15:00Z,0.565,2,0.565
2018-01-29T02:30:00Z,0.565,2,0.565
2018-01-29T02:45:00Z,0.564,2,0.564
2018-01-29T03:00:00Z,0.563,2,0.563
2018-01-29T03:15:00Z,0.562,2,0.562
2018-01-29T03:30:00Z,0.56,2,0.56
2018-01-29T03:45:00Z,0.559,2,0.559
2018-01-29T04:00:00Z,0.557,2,0.557
2018-01-29T04:15:00Z,0.555,2,0.555
2018-01-29T04:30:00Z,0.553,2,0.553
2018-01-29T04:45:00Z,0.551,2,0.551
2018-01-29T05:00:00Z,0.549,2,0.549
2018-01-29T05:15:00Z,0.548,2,0.548
2018-01-29T05:30:00Z,0.546,2,0.546
2018-01-29T05:45:00Z,0.544,2,0.544
2018-01-29T06:00:00Z,0.542,2,0.542
2018-01-29T06:15:00Z,0.539,2,0.539
2018-01-29T06:30:00Z,0.536,2,0.536
2018-01-29T06:45:00Z,0.533,2,0.533
2018-01-29T07:00:00Z,0.53,2,0.53
2018-01-29T07:15:00Z,0.528,2,0.528
2018-01-29T07:30:00Z,0.526,2,0.526
2018-01-29T07:45:00Z,0.524,2,0.524
2018-01-29T08:00:00Z,0.523,2,0.523
2018-01-29T08:15:00Z,0.521,2,0.521
2018-01-29T08:30:00Z,0.52,2,0.52
2018-01-29T08:45:00Z,0.519,2,0.519
2018-01-29T09:00:00Z,0.518,2,0.518
2018-01-29T09:15:00Z,0.517,2,0.517
2018-01-29T09:30:00Z,0.516,2,0.516
2018-01-29T09:45:00Z,0.515,2,0.515
2018-01-29T10:00:00Z,0.514,2,0.514
2018-01-29T10:15:00Z,0.513,2,0.513
2018-01-29T10:30:00Z,0.512,2,0.512
2018-01-29T10:45:00Z,0.511,2,0.511
2018-01-29T11:00:00Z,0.51,2,0.51
2018-01-29T11:15:00Z,0.509,2,0.509
2018-01-29T11:30:00Z,0.508,2,0.508
2018-01-29T11:45:00Z,0.507,2,0.507
2018-01-29T12:00:00Z,0.505,2,0.505
2018-01-29T12:15:00Z,0.504,2,0.504
2018-01-29T12:30:00Z,0.503,2,0.503
2018-01-29T12:45:00Z,0.502,2,0.502
2018-01-29T13:00:00Z,0.501,2,0.501
2018-01-29T13:15:00Z,0.5,2,0.5
2018-01-29T13:30:00Z,0.5,2,0.5
2018-01-29T13:45:00Z,0.5,2,0.5
2018-01-29T14:00:00Z,0.5,2,0.5
2018-01-29T14:15:00Z,0.5,2,0.5
2018-01-29T14:30:00Z,0.5,2,0.5
2018-01-29T14:45:00Z,0.499,2,0.499
2018-01-29T15:00:00Z,0.498,2,0.498
2018-01-29T15:15:00Z,0.498,2,0.498
2018-01-29T15:30:00Z,0.497,2,0.497
2018-01-29T15:45:00Z,0.496,2,0.496
2018-01-29T16:00:00Z,0.495,2,0.495
2018-01-29T16:15:00Z,0.494,2,0.494
2018-01-29T16:30:00Z,0.493,2,0.493
2018-01-29T16:45:00Z,0.493,2,0.493
2018-01-29T17:00:00Z,0.492,2,0.492
2018-01-29T17:15:00Z,0.492,2,0.492
2018-01-29T17:30:00Z,0.493,2,0.493
2018-01-29T17:45:00Z,0.495,2,0.495
2018-01-29T18:00:00Z,0.497,2,0.497
2018-01-29T18:15:00Z,0.5,2,0.5
2018-01-29T18:30:00Z,0.503,2,0.503
2018-01-29T18:45:00Z,0.506,2,0.506
2018-01-29T19:00:00Z,0.507,2,0.507
2018-01-29T19:15:00Z,0.509,2,0.509
2018-01-29T19:30:00Z,0.51,2,0.51
2018-01-29T19:45:00Z,0.51,2,0.51
2018-01-29T20:00:00Z,0.51,2,0.51
2018-01-29T20:15:00Z,0.511,2,0.511
2018-01-29T20:30:00Z,0.511,2,0.511
2018-01-29T20:45:00Z,0.512,2,0.512
2018-01-29T21:00:00Z,0.513,2,0.513
2018-01-29T21:15:00Z,0.515,2,0.515
2018-01-29T21:30:00Z,0.516,2,0.516
2018-01-29T21:45:00Z,0.519,2,0.519
2018-01-29T22:00:00Z,0.522,2,0.522
2018-01-29T22:15:00Z,0.525,2,0.525
2018-01-29T22:30:00Z,0.529,2,0.529
2018-01-29T22:45:00Z,0.537,2,0.537
2018-01-29T23:00:00Z,0.556,2,0.556
2018-01-29T23:15:00Z,0.562,2,0.562
2018-01-29T23:30:00Z,0.57,2,0.57
2018-01-29T23:45:00Z,0.578,2,0.578
2018-01-30T00:00:00Z,0.586,2,0.586
2018-01-30T00:15:00Z,0.594,2,0.594
2018-01-30T00:30:00Z,0.602,2,0.602
2018-01-30T00:45:00Z,0.61,2,0.61
2018-01-30T01:00:00Z,0.617,2,0.617
2018-01-30T01:15:00Z,0.625,2,0.625
2018-01-30T01:30:00Z,0.632,2,0.632
2018-01-30T01:45:00Z,0.638,2,0.638
