SYSTEM,WATERWAY,SITE,Datetime,Water_Level_m,Water_Level_m_AHD
Wimmera,Mt William,RosesGap,4/08/2017 6:00,0.032,167.75
Wimmera,Mt William,RosesGap,4/08/2017 7:00,0.033,167.75
Wimmera,Mt William,RosesGap,4/08/2017 8:00,0.023,167.74
Wimmera,Mt William,RosesGap,4/08/2017 9:00,-0.002,167.71
Wimmera,Mt William,RosesGap,4/08/2017 10:00,-0.01,167.71
Wimmera,Mt William,RosesGap,4/08/2017 11:00,-0.012,167.7
Wimmera,Mt William,RosesGap,4/08/2017 12:00,-0.003,167.71
Wimmera,Mt William,RosesGap,4/08/2017 13:00,0.016,167.73
Wimmera,Mt William,RosesGap,4/08/2017 14:00,0.033,167.75
Wimmera,Mt William,RosesGap,4/08/2017 15:00,0.029,167.75
Wimmera,Mt William,RosesGap,4/08/2017 16:00,0.03,167.75
Wimmera,Mt William,RosesGap,4/08/2017 17:00,0.029,167.75
Wimmera,Mt William,RosesGap,4/08/2017 18:00,0.032,167.75
Wimmera,Mt William,RosesGap,4/08/2017 19:00,0.031,167.75
Wimmera,Mt William,RosesGap,4/08/2017 20:00,0.041,167.76
Wimmera,Mt William,RosesGap,4/08/2017 21:00,0.037,167.75
Wimmera,Mt William,RosesGap,4/08/2017 22:00,0.042,167.76
Wimmera,Mt William,RosesGap,4/08/2017 23:00,0.046,167.76
Wimmera,Mt William,RosesGap,5/08/2017 0:00,0.046,167.76
Wimmera,Mt William,RosesGap,5/08/2017 1:00,0.048,167.76
Wimmera,Mt William,RosesGap,5/08/2017 2:00,0.049,167.77
Wimmera,Mt William,RosesGap,5/08/2017 3:00,0.05,167.77
Wimmera,Mt William,RosesGap,5/08/2017 4:00,0.049,167.77
Wimmera,Mt William,RosesGap,5/08/2017 5:00,0.05,167.77
Wimmera,Mt William,RosesGap,5/08/2017 6:00,0.05,167.77
Wimmera,Mt William,RosesGap,5/08/2017 7:00,0.055,167.77
Wimmera,Mt William,RosesGap,5/08/2017 8:00,0.059,167.78
Wimmera,Mt William,RosesGap,5/08/2017 9:00,0.054,167.77
